0.000000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.050000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.100000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.150000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.200000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.250000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.300000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.350000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.400000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.450000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.500000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.550000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.600000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.650000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.700000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.750000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.800000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.850000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.900000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
0.950000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.000000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.050000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.100000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.150000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.200000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.250000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.300000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.350000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.400000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.450000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.500000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.550000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.600000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.650000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.700000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.750000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.800000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.850000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.900000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
1.950000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.000000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.050000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.100000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.150000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.200000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.250000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
2.300000	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234	-78.470234
